Title,Date,Link,Content
期货 - 市场等待美联储声明，黄金走稳,2015年9月15日,https://cn.investing.com/news/commodities-news/article-172495," 周二市场等待美联储是否加息的政策声明，黄金期货亚市走稳。
纽交所12月交割的黄金期货升0.01%报每金衡盎司$1,107.70，同时12月白银跌0.03%报$14.3..."
美元美债双双强势 黄金多头暂歇,2018年1月30日,https://cn.investing.com/news/商品-期货新闻/article-508051," 黄金期货价格周一(1月29日)收盘下跌11.80美元，跌幅0.9%，报1340.30美元/盎司。
主要是由于美元近日的走强以及美债收益率的上涨。技术上，美元在连跌5周..."
期货 - 中国疲弱价格数据表明将有更多宽松政策，黄金亚市上扬,2015年10月14日,https://cn.investing.com/news/commodities-news/article-174533," 周三中国疲弱价格数据引发对于更多货币宽松的预期，金价亚市走高。
纽交所12月交割的黄金期货升0.62%报每金衡盎司$1,172.60，同时12月白银升0.46%报$1..."
期货 - 耶伦重申美联储准备今年加息，亚市黄金走低,2015年9月25日,https://cn.investing.com/news/commodities-news/article-173316," 美联储主席耶伦表示今年加息仍在日程，周五亚市金价走低。
耶伦称其预计今年年底上调短期利率比较合适。
耶伦在马萨诸塞大学阿默斯特分校的讲话准备稿中强调，多数委员可能支..."
美国休市，黄金亚市走低,2017年7月4日,https://cn.investing.com/news/commodities-news/article-497435," 周二美国休市，交投清淡，黄金亚市上扬。
纽交所8月交割的黄金期货升0.41%报$1224.18美元。
周一美国发布乐观制造业数据，表明美国经济增长仍然强劲，美国国债..."
期货 - 黄金近1240美元盘整,2016年2月25日,https://cn.investing.com/news/commodities-news/article-183956," 周四市场关注原油和全球股市走势，黄金期货小幅震荡整理。
截至09:50 GMT，即东部时间4:50AM，纽交所大宗商品交易部4月黄金跌1.60美元，跌幅0.13%，报..."
交投清淡，亚市黄金走低,2017年8月16日,https://cn.investing.com/news/forex-news/article-499562," 周三市场关注中国和印度需求前景，因中国出现需求放缓迹象，同时印度经济改革似乎斥候，亚市黄金在清淡的交投中温和下跌。
纽交所12月交割的黄金期货跌0.07%报$1,27..."
黄金今日关注：“非农夜”来袭 黄金多头即将反攻？,2018年7月6日,https://cn.investing.com/news/commodities-news/article-519788,英为财情 周四金价在美元近日持续走低及“小非农”ADP数据不及预期的情况下获得提振。但随后美联储的6月政策会议纪要的公布未对金价形成明显作用。周五...
黄金亚盘上涨 警惕黄金需求因季节性因素消退而下降,2018年2月1日,https://cn.investing.com/news/commodities-news/article-508215," 周四，黄金亚盘上涨。投资者对美联储措辞的解读显示美联储对2018年加息的看法更加鹰派。
截至美国东部时间00:32（北京时间13:32），纽约商品期货交易所Comex..."
黄金今日关注：美元遭人民币回稳压制 黄金趁机反弹,2018年8月8日,https://cn.investing.com/news/commodities-news/article-522398,英为财情 周三亚洲早盘，现货黄金在持续反弹后小幅回落，目前报1212.46美元/盎司，涨0.12%或1.43美元。周二，黄金在美盘盘中一度跳涨至1216.20美元，最终收...
黄金亚盘：期金回升至1200美元上方 印度黄金进口7个月来首次增长,2018年8月14日,https://cn.investing.com/news/commodities-news/article-522846,"英为财情Investing.com –周二亚盘，因土耳其周一誓言将挽救里拉危机，期货黄金价格小幅回升，重返1200美元上方。前一交易日，期货黄金价格曾跌至17个月低点。
截至北京时间14..."
金价站上一月高位 后市看向1400美元,2017年12月28日,https://cn.investing.com/news/商品-期货新闻/article-506525," 虽然近期时逢圣诞假期市场交投较为清淡，但是黄金却在这样的静默市场中涨至一月高位，今日黄金亚盘持续上涨趋势，截至发稿，现货黄金报1293美元/盎司。
黄金分析师Cliv..."
市场对中国担忧减缓，美国税改为焦点，亚市金价上扬,2017年11月24日,https://cn.investing.com/news/commodities-news/article-504871," 市场对中国大幅抛售担忧减缓，转而关注美国及下周参议院税改议案观点，周五亚市金价上扬。
大宗商品交易部黄金涨0.06%，报每金衡盎司$1,292.98美元。昨日，中国C..."
黄金今日关注：美联储6月加息预期飙升至100% 黄金后市或承压震荡,2018年5月15日,https://cn.investing.com/news/forex-news/article-515522,"英为财情 现货黄金今日亚洲早盘在此前时段的下挫过后，出现了小幅跳涨，目前保持横盘震荡的走势，报1313.88美元/盎司，涨0.03%.
消息面上，中美贸易问题持续改善。..."
避险情绪推升金价 但后市多空分歧加大,2018年3月14日,https://cn.investing.com/news/commodities-news/article-510682," 今日黄金亚盘早盘延续震荡走势，当前在1328美元附近徘徊。周二黄金宽幅波动，市场情绪转换较快。
周二美盘，特朗普在社交媒体上宣布，解除蒂勒森的国务卿职务。周二有媒体报..."
美国税改又生变 金价近期受多重利好支撑,2017年12月15日,https://cn.investing.com/news/商品-期货新闻/article-505968, 黄金今日亚盘开报1253.08美元/盎司，目前于1255美元位置交投。周四，国际现货黄金在美联储宣布加息之后上涨1%，之后转跌，美盘最低下探至1250.58美元，但仍可...
金价在FOMC决议后先涨后跌 美元后市或维持强势,2018年5月3日,https://cn.investing.com/news/commodities-news/article-514638," 黄金今日在亚洲时段中早盘中一度冲高至1310美元位置，但随后回落，目前报1308.59美元/盎司。
周三，在为期两日的FOMC会议过后，美联储按兵不动，符合市场预期。..."
金价获地缘政治危机助推大涨 但后市仍受美联储加息进程压制,2018年4月12日,https://cn.investing.com/news/commodities-news/article-513048,Investing.com – 周四黄金亚盘早盘较昨日有所下跌，目前报1351美元，现货黄金周三曾一路走高，美盘最高一度上探至1365.11美元，周三金价最终收涨超10美元，创近三周以来最...
黄金今日关注：加息预期下黄金遭重挫 投行下调全年金价预期,2018年6月27日,https://cn.investing.com/news/commodities-news/article-518998,英为财情 现货黄金周二遭到重挫，失守1260美元整数关口，创下了逾6个月新低，今日亚盘早盘黄金开盘维持在1260下方徘徊，但是稍早前，又发生了一波下挫，目前报1255.7...
黄金今日关注：避险情绪再抬头 黄金多头后市或受支撑？,2018年7月11日,https://cn.investing.com/news/commodities-news/article-520138,"英为财情 周三现货黄金亚盘一度急跌近5美元，随后止跌。周二金价在美元震荡的行情支撑下实现V型反弹，但最后小幅收跌。
今日市场中的避险情绪抬头，中美贸易摩擦所带来的担忧情..."
黄金今日关注：央行大戏即将上演 黄金多空双方分歧加剧,2018年8月20日,https://cn.investing.com/news/commodities-news/article-523273,英为财情 周一亚洲早盘，现货黄金保持在1180美元/盎司关口上方交投，上周黄金大幅走弱，部分是因为此前的土耳其局势提升了美元的避险买需，而有着“恐怖数据&rd...
哈克讲话和梅首相危机，亚市金价上扬,2017年11月13日,https://cn.investing.com/news/forex-news/article-504207," 费城联储主席哈克周一称央行在重返中立立场前不会去除太多货币宽松政策，周一金价亚市上扬。
哈克在东京研讨会非正式会上对记者重申了自己的观点，并预计说央行下个月本年度第三..."
黄金今日关注：黄金空头仍占优势 短期内或继续下跌？,2018年5月17日,https://cn.investing.com/news/commodities-news/article-515733,"英为财情  现货黄金在周二的大幅下跌后，市场情绪维持谨慎，周三和周四早盘均为横盘状态，截至目前，金价报1293.7美元/盎司，涨0.24%.
近期美元持续上涨，美债收益..."
黄金今日关注：特朗普罕见支持强势美元 黄金后市或承压,2018年8月17日,https://cn.investing.com/news/commodities-news/article-523149,英为财情 周五亚洲早盘，现货黄金盘中突然拉上近10美元，目前交投于1178美元/盎司附近，周四，现货金价一度实现V型逆转，美盘一度上涨至1181.99美元/盎司。上日中美...
黄金今日关注：多重利空重压之下 黄金多头难翻身,2018年7月19日,https://cn.investing.com/news/commodities-news/article-520829,"英为财情 由于周三黄金一度企稳反弹，周四亚洲早盘，现货黄金在小幅上涨后，再次承压回落，目前报1224.60美元/盎司，跌0.22%.
周三，美联储公布了经济褐皮书，褐皮..."
地缘政治危机更进一步 金价后市获支撑,2018年4月16日,https://cn.investing.com/news/commodities-news/article-513292," 黄金亚盘早盘维持于1347美元位置徘徊，最高上探1348美元，目前报1347.26美元，涨0.13%.
在叙利亚局势方面，周末英美法联合对叙利亚展开空袭，本周该事件预..."
期货 - 美国房屋数据好淡不一，金价近5年半低点,2015年11月18日,https://cn.investing.com/news/commodities-news/article-177114," 周三数据显示美国10月房屋开工下跌，同时营建许可增长超预期，给美国房屋市场带来好淡不一的画面，金价近5年半低点处疲弱整理。
美国早盘，纽交所12月交割的黄金期货报每金..."
黄金今日关注：避险情绪降温美元走强 黄金本周或下探1282点位,2018年5月29日,https://cn.investing.com/news/commodities-news/article-516648,"英为财情Investing.com – 周二现货黄金在亚洲时段早盘，低开后一度冲高至1300美元上方，随后回落。目前收窄至1299.43美元/盎司，涨0.10%.
周一，美国市场因假期休..."
黄金今日关注：黄金深陷盘整 G7峰会或成金价上涨新动能,2018年6月7日,https://cn.investing.com/news/commodities-news/article-517509,"英为财情 现货黄金继续维持区间震荡走势，今日亚盘早盘虽有小幅冲高，但是仍然回落，交投于1300美元下方，目前报1296.89美元/盎司。
由于近期贸易战愈演愈烈，市场的..."
印度、中国需求，黄金亚市上扬,2017年10月10日,https://cn.investing.com/news/commodities-news/article-502368,"印度节日季实质性需求，主要进口国中国一周长假后市场需求增加，周二亚市金价上扬。
纽交所12月交割的黄金期货升0.31%报$1,289.05美元。
地缘不确定性提振避险..."
市场关注美国非农报告，黄金亚市走低,2017年10月6日,https://cn.investing.com/news/commodities-news/article-502236,"市场等待美国非农报告，该数据可能手德克萨斯州和佛罗里达飓风的影响，周五亚市黄金下跌。
纽交所12月交割的黄金期货跌0.13%报$1,271.51美元。
周四美国系列好..."
通胀不够狠 黄金亚盘仍得意,2018年1月15日,https://cn.investing.com/news/commodities-news/article-507331," 周一，黄金亚盘上涨。由于美国因假日休市，交投量清淡。同时，因为有关全球CPI是否会继续上升的争论在加剧，市场还需等待本年更多通胀信号。
纽约商品期货交易所Comex ..."
黄金今日关注：美元持续强势 传统避险资产黄金失宠,2018年6月21日,https://cn.investing.com/news/commodities-news/article-518557,"英为财情 周四亚洲早盘美元持续走强，黄金近日遭到压制，连续四个交易日下跌，并失守1270美元整数关口，其中，黄金在美盘最低触及1267.78美元，创出了六个月新低。
消..."
朝方威胁继续，亚市黄金走高,2017年9月6日,https://cn.investing.com/news/commodities-news/article-500667," 朝鲜警告说可能在9月9日国庆日再次进行新的ICMB导弹试验，促使美国及其盟国回应说可能将导弹击落，亚市金价上扬。
纽交所12月交割的黄金期货升0.12%报$1,346..."
中印口水战为焦点，黄金亚市上扬,2017年8月18日,https://cn.investing.com/news/commodities-news/article-499719," 周五中印喜马拉雅僵局为焦点，两国在1962年曾经认为领土问题导致短暂的流血战争，黄金亚市走高。
纽交所12月交割的黄金期货升0.02%报$1,292.57美元。
世..."
黄金隔夜大震之后 今夜迎来10月“非农”,2017年11月3日,https://cn.investing.com/news/商品-期货新闻/article-503727,现货黄金今日交投于1276美元/盎司，维持震荡，等待晚上即将到来的美国10月“非农”数据。上一个交易日，黄金多空激战剧烈，金价冲高录得日内高点12...
地区数据支持增长前景，亚市黄金走低。,2017年8月31日,https://cn.investing.com/news/commodities-news/article-500382,"地区数据提振情绪，市场转向美国税改，若税改成功，则将对联邦政策造成重大影响，周四亚市黄金跌 。
纽交所12月交割的黄金期货升0.52%报每盎司$1,307.27美元。
..."
美元前景为焦点，黄金亚市温和走高,2017年6月16日,https://cn.investing.com/news/commodities-news/article-214927," 美联储加息，美元命运摇摆不定，同时市场关注特朗普政府在面临对于俄罗斯干涉美国2016年总统大选的政治辩论时是否可以让其减税和刺激政策回到正规，周五亚市，黄金温和上扬。
..."
财新中国制造业PMI上涨，黄金亚市上扬,2017年9月1日,https://cn.investing.com/news/commodities-news/article-500459," 中国制造业数据说明世界第二大经济体发展平稳，提振市场情绪，亚市金价上扬。
纽交所12月交割的黄金期货升0.17%报$1,324.40美元。
8月财新大涨至 51.6..."
财新制造业PMI增长，黄金亚市上扬,2017年8月1日,https://cn.investing.com/news/commodities-news/article-498929," 周二中国7月财新制造业PMI好于预期，地区货币兑美元温和走高，黄金亚市上扬。
纽交所8月交割的黄金期货升0.19%报$1,268.97美元。
周二数据显示，财新制造..."
黄金急跌15美元 中长期多头趋势不变？,2018年1月18日,https://cn.investing.com/news/商品-期货新闻/article-507554," 周四现货黄金亚盘早盘延续昨日的下跌趋势，维持震荡下行趋势。昨日，在美联储发布褐皮书之后，黄金价格受到冲击，跳水超10美元，连续失守1340和1330美元/盎司关口。
..."
鲍威尔发言前夕 黄金横盘观望,2018年2月27日,https://cn.investing.com/news/商品-期货新闻/article-509387, 今日现货黄金亚市平开，由于周二将有美联储新任掌门鲍威尔的国会首秀，市场将从讲话中探析未来美联储的货币政策变化，所以当前资金保持观望态度，当前盘面较平，金价维持在1333...
黄金连涨四日 后市仍看多,2017年12月19日,https://cn.investing.com/news/商品-期货新闻/article-506117," 现货黄金周一（12月18日）延续上周涨势，强势上涨，美市盘中最高上探至1263.99美元/盎司，最终连续第四个交易日收涨。今日亚盘于1260美元附近交投。
消息面上，..."
黄金跳涨至1280美元 避险盘买入明显,2017年11月7日,https://cn.investing.com/news/商品-期货新闻/article-503881," 周一黄金开盘多空胶着甚至出现跳水，欧盘录得日内低点1266.27美元/盎司。但美盘中，金价突然拉升，录得高点1282.99美元/盎司。
现货黄金目前于1280美元附近..."
受中国CPI不及预期影响 黄金亚盘下跌,2018年1月10日,https://cn.investing.com/news/commodities-news/article-507107,"  周三，由于中国12月消费者价格指数（CPI）不及预期，给市场对全球通胀在2018年超过预期的看法蒙上阴影，黄金亚盘下跌。
纽约商品期货交易所Comex 2月黄金期货..."
期货 - 特朗普获胜，黄金涨幅加大至1%,2016年11月10日,https://cn.investing.com/news/commodities-news/article-201945," 周四金价欧市上扬，因美元在特朗普赢得大选后从2周高点回落。
截至3:13AM ET (08:13GMT)，纽交所大宗商品交易部12月黄金升$14.80美元，升幅1.1..."
期货 - 市场关注希腊发展，黄金走高,2015年6月23日,https://cn.investing.com/news/commodities-news/article-166359," 周二市场继续关注希腊债务协议发展，希望不久就会达成协议，黄金走高。
周一欧元财长紧急峰会中未能就希腊援助达成协议，但表示最终协议可能在本周稍后达成。
欧元集团主席J..."
美联储利率决议在即，黄金亚市走高,2017年6月14日,https://cn.investing.com/news/commodities-news/article-214776," 周三市场等待稍后美联储利率决议以i缩减其庞大资产负债表前瞻指引，亚市金价上扬。
纽交所8月交割的黄金期货升0.23%报$1,271.55美元。
中国五月固定资产投资..."
期货 - 黄金期货近逾5个月低点,2016年11月14日,https://cn.investing.com/news/commodities-news/article-202135," 周一黄金跌至逾5个月低点，为连续第四日下跌，因市场在特朗普当选后继续抛售黄金。
纽交所大宗商品交易部12月交割的黄金跌至6月3日以来最低$1,212.00美元。
截..."
黄金亚盘微跌 多头短期面临回调压力,2018年1月9日,https://cn.investing.com/news/商品-期货新闻/article-507022," 周二现货黄金小幅下挫，日内最低下探1316.08美元/盎司，亚盘维持在1318美元附近交投。隔夜美元摆脱近期低位，当前仍站稳92上方，给黄金带来压力。
目前，美元仍面..."
黄金急跌后企稳 后市上行趋势不变？,2018年3月8日,https://cn.investing.com/news/商品-期货新闻/article-510218, 现货黄金隔夜急跌，周三振幅达到1.37%，终收于1325.55美元/盎司，跌0.68%。今日亚盘，黄金虽然开于低点，随后却企稳反弹，目前正试图向上进攻1330美元整数关...
特朗普敦促两党合作 黄金亚盘上涨,2018年1月31日,https://cn.investing.com/news/commodities-news/article-508137,"周三，由于美国总统唐纳德•特朗普(Donald Trump)在周二晚间向国会发表讲话时敦促两党合作，改革美国的移民政策和重建基础设施，黄金亚盘上涨。
特普朗在事先备好的讲话中表示：&ldq..."
聚焦政治风险事件，黄金亚市走高,2017年3月27日,https://cn.investing.com/news/commodities-news/article-210307," 周一亚市早盘，金价走高，市场关注本周政治风险事件，包括英国正式启动退欧程序。
据路透报道，周四英国首相梅将阐述其政府如何通过英国法律恢复主权，并发表结束“..."
黄金大幅跳水后 市场静待税改表决,2017年11月30日,https://cn.investing.com/news/商品-期货新闻/article-505174, 现货黄金今日亚盘早盘开于1284.03美元/盎司，目前交投于1284美元附近。周三黄金盘中出现闪崩，在早盘高开于1293后，最低下探1282.18美元/盎司，收于128...
市场关注联合国安理会结论，亚市黄金下滑。,2017年8月30日,https://cn.investing.com/news/commodities-news/article-500312," 联合国安理会再次谴责平壤加强其军事计划，导弹飞过日本领空，投资者对朝鲜的挑衅作出反应，亚市黄金小幅下滑，联合国安理会谴责平然再次加强武器计划。
纽交所12月交割的黄金..."
